run,run_name,orthogonalizer_type,orth_schedule_name,train/tokens,spec/label,spec/matrix_index,spec/sample_slot,spec/candidate_position,spec/candidate_count,spec/rows,spec/cols,spec/semi_orth_side,spec/buffer_post_semi_orth_error,spec/buffer_post_stable_rank,spec/buffer_post_sv_max,spec/buffer_post_sv_min,spec/buffer_post_sv_std,spec/buffer_post_svd_entropy,spec/g_post_semi_orth_error,spec/g_post_stable_rank,spec/g_post_sv_max,spec/g_post_sv_min,spec/g_post_sv_std,spec/g_post_svd_entropy,spec/g_pre_semi_orth_error,spec/g_pre_stable_rank,spec/g_pre_sv_max,spec/g_pre_sv_min,spec/g_pre_sv_std,spec/g_pre_svd_entropy
runs/fast_0605_1925,fast_0605_1925,fast,fast,10092544,blocks.9.mlp.fc2,0,10,59,66,768,3072,rows,8.279176519277975,1.19072425365448,15.119708061218262,0.001169008668512106,0.5858718156814575,4.959691524505615,0.8233872399060057,188.2872772216797,0.9138179421424866,0.019527412950992584,0.23711983859539032,6.447049140930176,8.34460921208227,1.191389799118042,15.179522514343262,0.0011683264747262,0.5883869528770447,4.956559181213379
runs/fast_0605_1925,fast_0605_1925,fast,fast,10092544,blocks.10.mlp.fc2,0,11,65,66,768,3072,rows,7.5128958054492925,1.2130740880966187,14.39260482788086,0.0010348499054089189,0.5625959038734436,4.951847553253174,0.8271805581879407,186.16514587402344,0.908153235912323,0.01885959319770336,0.23573051393032074,6.444019794464111,7.58068067906831,1.2132363319396973,14.457830429077148,0.00103912188205868,0.5652231574058533,4.9487504959106445
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.0.attn.q_proj,0,0,0,66,768,768,cols,11.558670482748672,6.9217305183410645,15.083656311035156,0.00012360575783532113,1.2351025342941284,5.9228034019470215,0.41971103541783683,420.5752868652344,1.2037907838821411,0.004922167863696814,0.23925535380840302,6.596015453338623,11.710712102939242,6.842349052429199,15.231807708740234,0.00028997071785852313,1.240657925605774,5.921772480010986
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.1.attn.q_proj,0,1,6,66,768,768,cols,1.9966440319720458,4.724148273468018,6.234343528747559,5.033793058828451e-06,0.4590945839881897,5.28727912902832,0.6282133574618601,305.81182861328125,1.2029476165771484,0.001268337364308536,0.3645498752593994,6.460093975067139,2.0298793227604,4.637604236602783,6.325394153594971,1.0190399734710809e-05,0.46165910363197327,5.285650730133057
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.2.attn.q_proj,0,2,12,66,768,768,cols,2.0470229327433564,4.831991672515869,6.321459770202637,1.6025969671318308e-05,0.46970006823539734,5.303671836853027,0.6226192883946844,311.75189208984375,1.203619122505188,0.0018990125972777605,0.36678633093833923,6.460641384124756,2.059793094174969,4.793485641479492,6.363519668579102,1.4966093658586033e-05,0.4709537923336029,5.303524971008301
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.3.attn.q_proj,0,3,18,66,768,768,cols,1.4227254029808645,5.214310646057129,5.005898475646973,2.2390356946289103e-07,0.3818209171295166,5.404068946838379,0.5904529955117098,335.5970764160156,1.2035504579544067,0.00176719157025218,0.35788339376449585,6.483499526977539,1.4353686501620577,5.156898021697998,5.053719997406006,6.354717243084451e-06,0.3834075331687927,5.403635025024414
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.4.attn.q_proj,0,4,24,66,768,768,cols,1.102268641308715,5.586531162261963,3.6389787197113037,1.2201145182189066e-05,0.2881583273410797,5.343008041381836,0.6119846450552764,317.8091125488281,1.2035353183746338,0.0003557401360012591,0.3609559237957001,6.471825122833252,1.1069122988335658,5.526742458343506,3.675121545791626,1.0919275155174546e-05,0.28950878977775574,5.342386245727539
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.5.attn.q_proj,0,5,30,66,768,768,cols,1.0807500686130767,6.057332515716553,3.4085311889648438,1.8323024050914682e-05,0.28044238686561584,5.38082218170166,0.5830269977008115,340.1268615722656,1.2030740976333618,0.001828990294598043,0.35033944249153137,6.4953436851501465,1.082803271388849,6.032749652862549,3.4252514839172363,3.0115348636172712e-05,0.2812623679637909,5.380782127380371
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.5.mlp.fc2,0,6,35,66,768,3072,rows,1.0105559578270604,3.8454840183258057,2.88539457321167,0.001112549682147801,0.17577069997787476,5.957371711730957,0.7237702212813392,262.7482604980469,0.9735105633735657,0.04149099811911583,0.24328775703907013,6.523313522338867,1.0183886456085287,3.621457099914551,3.0210320949554443,0.0011154892854392529,0.17927856743335724,5.951616287231445
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.6.mlp.fc2,0,7,41,66,768,3072,rows,1.0019041087611582,3.9219248294830322,2.634550094604492,0.0009469971409998834,0.16217531263828278,5.962063312530518,0.7263230972990028,259.5165710449219,0.9746251702308655,0.03876589238643646,0.2427627295255661,6.522575855255127,1.006704619635633,3.713918447494507,2.746868133544922,0.0009481229935772717,0.16510948538780212,5.956833839416504
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.7.mlp.fc2,0,8,47,66,768,3072,rows,1.0031789637831356,3.7509617805480957,2.6336910724639893,0.000984507380053401,0.15933258831501007,5.957088470458984,0.7286211812586111,257.83984375,0.9733281135559082,0.041663844138383865,0.24241605401039124,6.521756649017334,1.0072526083893438,3.5837175846099854,2.730278253555298,0.0009880427969619632,0.16193000972270966,5.952330112457275
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.8.mlp.fc2,0,9,53,66,768,3072,rows,0.9993707103643562,3.9278340339660645,2.5089921951293945,0.0009143560309894383,0.1553695648908615,5.958396911621094,0.7299803475369682,258.5870056152344,0.9681715965270996,0.03942403942346573,0.2406560182571411,6.522761344909668,1.002282236142832,3.76698637008667,2.590664863586426,0.0009132941486313939,0.1574891209602356,5.9545488357543945
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.9.mlp.fc2,0,10,59,66,768,3072,rows,0.9971325046031564,4.05797004699707,2.421102285385132,0.0009057878633029759,0.15274891257286072,5.950067043304443,0.7311710289535966,259.1983642578125,0.9653680920600891,0.04063597694039345,0.24163904786109924,6.521019458770752,0.999236707085849,3.914573907852173,2.4884724617004395,0.0009077988215722144,0.15449950098991394,5.946893215179443
runs/fast_0605_1925,fast_0605_1925,fast,fast,20054016,blocks.10.mlp.fc2,0,11,65,66,768,3072,rows,1.0022635844281553,3.880798101425171,2.566570997238159,0.0008452865295112133,0.15977831184864044,5.927412509918213,0.7305855302939863,257.2903137207031,0.9706125855445862,0.04198683053255081,0.24239031970500946,6.52061653137207,1.0045255349921722,3.770453453063965,2.6263344287872314,0.0008488548337481916,0.1614120602607727,5.9244842529296875
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.0.attn.q_proj,0,0,0,66,768,768,cols,4.293270955419042,7.931585311889648,9.574369430541992,0.00012188631808385253,0.7801768183708191,6.1006669998168945,0.39473466882789726,421.3460693359375,1.2035894393920898,0.0016013005515560508,0.21420244872570038,6.606972694396973,4.351858537762516,7.847377777099609,9.66058349609375,7.53185440771631e-06,0.7834575772285461,6.100057125091553
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.1.attn.q_proj,0,1,6,66,768,768,cols,2.480132953914368,3.638112783432007,7.609208583831787,4.3191689655941445e-06,0.4883459508419037,5.399747371673584,0.5883297971867635,332.8355407714844,1.2031704187393188,0.0008979019476100802,0.34877270460128784,6.493815898895264,2.518797201358425,3.607149124145508,7.684263706207275,1.7923348423209973e-05,0.491227388381958,5.397881984710693
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.2.attn.q_proj,0,2,12,66,768,768,cols,1.9252489847676046,4.332200527191162,6.5343241691589355,1.7563521396368742e-05,0.4456016421318054,5.589259147644043,0.5392483950320008,364.7558288574219,1.2038172483444214,0.0013221735134720802,0.3258384168148041,6.52836799621582,1.9426257755967768,4.301896572113037,6.578161716461182,1.1008382898580749e-05,0.44709187746047974,5.5889506340026855
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.3.attn.q_proj,0,3,18,66,768,768,cols,3.928468193529025,4.055357456207275,9.916990280151367,0.00010757144627859816,0.6547589302062988,5.550167083740234,0.5684409782833247,347.7529296875,1.2035129070281982,0.0016530760331079364,0.34532248973846436,6.502531051635742,4.008640834016026,3.997439384460449,10.037217140197754,0.00011005879059666768,0.6582150459289551,5.549220561981201
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.4.attn.q_proj,0,4,24,66,768,768,cols,2.479397622107706,4.360961437225342,7.7535881996154785,7.931960681162309e-06,0.5319051146507263,5.4859089851379395,0.5888798507059366,331.5924377441406,1.2032697200775146,0.001341960160061717,0.3497728705406189,6.491775035858154,2.5382772999385894,4.277455806732178,7.870965003967285,2.048653732344974e-05,0.5350150465965271,5.48490571975708
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.5.attn.q_proj,0,5,30,66,768,768,cols,1.5002806091167455,3.1799116134643555,5.662068843841553,3.439166903262958e-05,0.32910215854644775,5.679911136627197,0.5027421716236887,390.5696105957031,1.2033066749572754,0.00013576926721725613,0.3074089288711548,6.550079345703125,1.503940061771204,3.1901066303253174,5.670640468597412,1.683416121522896e-05,0.33014610409736633,5.679610252380371
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.5.mlp.fc2,0,6,35,66,768,3072,rows,0.9807639387492554,6.440752983093262,2.4026825428009033,0.0010882799979299307,0.1734110563993454,6.140549659729004,0.7557291428863773,248.73504638671875,0.9270034432411194,0.04158350080251694,0.2247357964515686,6.524877548217773,0.9848778462819797,5.936605930328369,2.5317652225494385,0.0010894782608374953,0.17622555792331696,6.136992454528809
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.6.mlp.fc2,0,7,41,66,768,3072,rows,0.985435952386456,5.624319553375244,2.409120798110962,0.0011265923967584968,0.1645902544260025,6.128608703613281,0.7548780465627919,250.50457763671875,0.925668478012085,0.0442831926047802,0.22503560781478882,6.525170803070068,0.9893674723033383,5.21539306640625,2.5321786403656006,0.0011289544636383653,0.16734321415424347,6.1249284744262695
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.7.mlp.fc2,0,8,47,66,768,3072,rows,0.9896264627178339,5.142580986022949,2.471536159515381,0.0011225496418774128,0.16348165273666382,6.1163105964660645,0.7523547655167554,253.4617919921875,0.925353467464447,0.04534957930445671,0.2255769819021225,6.526018142700195,0.9933450364900315,4.825376033782959,2.580118179321289,0.0011271769180893898,0.16595686972141266,6.1129279136657715
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.8.mlp.fc2,0,9,53,66,768,3072,rows,0.9901674312689726,5.127262592315674,2.4218971729278564,0.000912849442102015,0.1611514836549759,6.10972785949707,0.7551339398290938,250.59075927734375,0.9243943691253662,0.04006483033299446,0.22425472736358643,6.525724411010742,0.993039795329179,4.850295066833496,2.5140175819396973,0.0009165751398541033,0.16320106387138367,6.106873035430908
runs/fast_0605_1925,fast_0605_1925,fast,fast,30015488,blocks.9.mlp.fc2,0,10,59,66,768,3072,rows,0.9948089552028457,4.722276210784912,2.5186195373535156,0.0009682654635980725,0.16247357428073883,6.100752353668213,0.7544757614252084,249.5999298095703,0.9276003241539001,0.04167962819337845,0.22415795922279358,6.5263352394104,0.9979124353438057,4.489030361175537,2.606771945953369,0.0009695069747976959,0.16440722346305847,6.0981268882751465
