run_name,orth_schedule_name,orthogonalizer_type,seed,lr_mul,train/tokens,spec/label,spec/buffer_post_semi_orth_error,spec/buffer_post_stable_rank,spec/buffer_post_sv_max,spec/buffer_post_sv_min,spec/buffer_post_sv_std,spec/buffer_post_svd_entropy,spec/candidate_count,spec/candidate_position,spec/cols,spec/g_post_semi_orth_error,spec/g_post_stable_rank,spec/g_post_sv_max,spec/g_post_sv_min,spec/g_post_sv_std,spec/g_post_svd_entropy,spec/g_pre_semi_orth_error,spec/g_pre_stable_rank,spec/g_pre_sv_max,spec/g_pre_sv_min,spec/g_pre_sv_std,spec/g_pre_svd_entropy,spec/matrix_index,spec/rows,spec/sample_slot,spec/semi_orth_side
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.0.attn.q_proj,11.460714705589508,6.496400833129883,15.509305953979492,1.8490300135454163e-05,1.2310031652450562,5.917728424072266,66,0,768,0.4262021418401356,418.71490478515625,1.2041598558425903,0.00032185312011279166,0.24419935047626495,6.593512535095215,11.811927456508323,6.280733585357666,15.876229286193848,2.741062780842185e-05,1.2404417991638184,5.91562032699585,0,768,0,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.1.attn.q_proj,2.8955208178198704,4.687877655029297,7.112766742706299,9.944854355126154e-06,0.5278825759887695,5.1994099617004395,66,6,768,0.6341019997349996,302.0082092285156,1.2036112546920776,0.0006499348091892898,0.3676252067089081,6.4539995193481445,2.8927438459240253,4.7210001945495605,7.097751617431641,2.9187915515649365e-06,0.5285822749137878,5.199643611907959,0,768,1,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.2.attn.q_proj,2.365524980952288,4.48372220993042,6.810213565826416,6.200039479153929e-06,0.48994797468185425,5.268871784210205,66,12,768,0.6340971819489207,303.869873046875,1.203667163848877,0.0006866276380605996,0.3719123303890228,6.448443412780762,2.374942789179211,4.502188682556152,6.817587375640869,1.2071965102222748e-05,0.49151259660720825,5.268285751342773,0,768,2,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.3.attn.q_proj,1.4422536794218173,4.777277946472168,5.119890213012695,1.7900736111187143e-06,0.3743736147880554,5.398280620574951,66,18,768,0.5958691506215454,332.63409423828125,1.2031667232513428,0.0002468802558723837,0.3599485456943512,6.479951858520508,1.456675928525381,4.716310024261475,5.175507545471191,4.451422682905104e-06,0.3760935962200165,5.397666931152344,0,768,3,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.4.attn.q_proj,1.071021306707522,5.794807434082031,3.373555898666382,1.1274111784587149e-05,0.27185532450675964,5.3600640296936035,66,24,768,0.603479256686171,323.6373291015625,1.2036118507385254,0.00043651257874444127,0.3574432134628296,6.479308128356934,1.0768220587974804,5.65821647644043,3.4340288639068604,9.842402505455539e-06,0.27354156970977783,5.3587188720703125,0,768,4,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.5.attn.q_proj,1.3659033327587398,3.4204914569854736,5.0860185623168945,1.5914571122266352e-05,0.3187713027000427,5.305140018463135,66,30,768,0.60726156288564,322.29986572265625,1.2031267881393433,0.0004589697637129575,0.3589949309825897,6.477074146270752,1.3716684332317144,3.4210686683654785,5.105795860290527,2.8254324206500314e-05,0.3200646936893463,5.3044328689575195,0,768,5,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.5.mlp.fc2,1.0154221282432385,3.7541987895965576,2.970459222793579,0.0011510716285556555,0.179373100399971,5.950705051422119,66,35,3072,0.7216533549038108,264.7186584472656,0.9737416505813599,0.03866846486926079,0.24361367523670197,6.523856163024902,1.0262475559113686,3.4926443099975586,3.139084577560425,0.0011499739484861493,0.18367716670036316,5.943627834320068,0,768,6,rows
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.6.mlp.fc2,1.011106080171749,3.578956127166748,2.8299992084503174,0.0011263620108366013,0.16758550703525543,5.951826572418213,66,41,3072,0.7231035085135427,261.928955078125,0.976127028465271,0.04098987206816673,0.2433629035949707,6.523364067077637,1.0194891655999672,3.3403890132904053,2.9837539196014404,0.0011296450393274426,0.17144031822681427,5.945113658905029,0,768,7,rows
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.7.mlp.fc2,1.01246503997356,3.430055618286133,2.8310155868530273,0.001022801618091762,0.16482284665107727,5.947711944580078,66,47,3072,0.7225008723005948,262.68231201171875,0.9763801097869873,0.03728450834751129,0.24415691196918488,6.522945880889893,1.020677713425618,3.2044835090637207,2.9820642471313477,0.0010228825267404318,0.1685064435005188,5.941332817077637,0,768,8,rows
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.8.mlp.fc2,1.0219708760346948,3.098041296005249,2.9854962825775146,0.0010025679366663098,0.16652871668338776,5.938473701477051,66,53,3072,0.7211092203789632,263.37945556640625,0.9774437546730042,0.03800208121538162,0.24386902153491974,6.523922920227051,1.0317787872829733,2.9061570167541504,3.138948678970337,0.0010053464211523533,0.17025558650493622,5.932178497314453,0,768,9,rows
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.9.mlp.fc2,1.0316207638995871,2.83685040473938,3.125877857208252,0.0009651115396991372,0.16813166439533234,5.924020767211914,66,59,3072,0.721001301970797,262.75311279296875,0.9792600274085999,0.03918320685625076,0.24468283355236053,6.523045539855957,1.0430214352255314,2.6731772422790527,3.2808046340942383,0.0009651837754063308,0.1719655990600586,5.9176740646362305,0,768,10,rows
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,20054016,blocks.10.mlp.fc2,1.0702406188862033,2.455951690673828,3.5791854858398438,0.0010272676590830088,0.18162716925144196,5.891729831695557,66,65,3072,0.7203874471988371,264.3486022949219,0.9778434634208679,0.039340853691101074,0.24502213299274445,6.52319860458374,1.0880148082413645,2.335721731185913,3.7425034046173096,0.0010349234798923135,0.1858755201101303,5.885022163391113,0,768,11,rows
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,30015488,blocks.0.attn.q_proj,4.735446535829098,7.705210208892822,10.080405235290527,0.00018454805831424892,0.8176024556159973,6.080168724060059,66,0,768,0.3987963033816661,421.4422607421875,1.2033683061599731,0.003694994142279029,0.2177089899778366,6.605691432952881,4.834799195649067,7.5603203773498535,10.225593566894531,0.00017541283159516752,0.8223491907119751,6.079037189483643,0,768,0,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,30015488,blocks.1.attn.q_proj,2.3975811530106035,4.06528377532959,7.262465000152588,8.733075446798466e-06,0.492676705121994,5.382033348083496,66,6,768,0.5951848873473189,327.60125732421875,1.2035479545593262,0.00019598554354161024,0.3504278063774109,6.490050315856934,2.4255912106688755,4.044433116912842,7.313569068908691,2.1850377379450947e-05,0.4949862062931061,5.3808274269104,0,768,1,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,30015488,blocks.2.attn.q_proj,2.1402875627720372,3.9049689769744873,6.967667579650879,5.11552243551705e-05,0.45517146587371826,5.554602146148682,66,12,768,0.554374006490318,356.33258056640625,1.2035539150238037,0.0004049628332722932,0.3350452482700348,6.517054080963135,2.17323034511989,3.867973566055298,7.038926124572754,6.071567986509763e-05,0.4578470289707184,5.553073406219482,0,768,2,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,30015488,blocks.3.attn.q_proj,4.299632360157546,3.283292531967163,10.602434158325195,1.676297415542649e-06,0.6323848962783813,5.570148468017578,66,18,768,0.5564926279184894,354.1492919921875,1.2035578489303589,0.0008049875614233315,0.33920779824256897,6.510760307312012,4.35999371368422,3.2638235092163086,10.682148933410645,5.899265033804113e-06,0.63542240858078,5.569369316101074,0,768,3,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,30015488,blocks.4.attn.q_proj,2.5894834834051528,4.007710933685303,7.986123561859131,3.35102085955441e-05,0.5265092849731445,5.502521991729736,66,24,768,0.5692626172863138,345.0482482910156,1.2035025358200073,0.001161935506388545,0.34093302488327026,6.507038116455078,2.636026600551519,3.957049608230591,8.074583053588867,2.2002544938004576e-05,0.5291432738304138,5.501789093017578,0,768,4,cols
followup4090_20260608_primary_spectral_fast5,fast5,fast,0,1.0,30015488,blocks.5.attn.q_proj,1.7090241301795304,2.81732177734375,6.259411334991455,4.612201519194059e-05,0.34581196308135986,5.647594928741455,66,30,768,0.5015603686985485,390.73931884765625,1.203633189201355,0.002645863452926278,0.3060024380683899,6.551405906677246,1.7071703837474221,2.833270788192749,6.25245475769043,3.51149974449072e-05,0.3463442921638489,5.647923469543457,0,768,5,cols
